product,Period,rating,polarityNum,trendCoeff,trendLine
B00G9WHN12,2013-12,1.0,1.0,-0.005398427911228996,0.9334713617333351
B00G9WHN12,2014-01,0.875,0.875,-0.005398427911228996,0.9280729338221061
B00G9WHN12,2014-02,0.9083333333333334,0.9166666666666666,-0.005398427911228996,0.9226745059108771
B00G9WHN12,2014-03,0.9333333333333333,0.9523809523809523,-0.005398427911228996,0.9172760779996482
B00G9WHN12,2014-04,0.9294117647058825,0.9705882352941176,-0.005398427911228996,0.9118776500884191
B00G9WHN12,2014-05,0.9245901639344262,0.9344262295081968,-0.005398427911228996,0.9064792221771901
B00G9WHN12,2014-06,0.9023255813953488,0.872093023255814,-0.005398427911228996,0.9010807942659611
B00G9WHN12,2014-07,0.9386363636363637,0.9090909090909091,-0.005398427911228996,0.8956823663547322
B00G9WHN12,2014-08,0.9447368421052632,0.8947368421052632,-0.005398427911228996,0.8902839384435032
B00G9WHN12,2014-09,0.9241379310344827,0.9396551724137931,-0.005398427911228996,0.8848855105322742
B00G9WHN12,2014-10,0.9260273972602739,0.8767123287671232,-0.005398427911228996,0.8794870826210451
B00G9WHN12,2014-11,0.9244444444444444,0.9222222222222223,-0.005398427911228996,0.8740886547098161
B00G9WHN12,2014-12,0.8594594594594595,0.8108108108108109,-0.005398427911228996,0.8686902267985872
B00G9WHN12,2015-01,0.9137931034482758,0.9137931034482759,-0.005398427911228996,0.8632917988873582
B00G9WHN12,2015-02,0.9102040816326531,0.8163265306122449,-0.005398427911228996,0.8578933709761292
B00G9WHN12,2015-03,0.8823529411764706,0.8431372549019608,-0.005398427911228996,0.8524949430649001
B00G9WHN12,2015-04,0.8677966101694914,0.847457627118644,-0.005398427911228996,0.8470965151536711
B00G9WHN12,2015-05,0.9270833333333334,0.84375,-0.005398427911228996,0.8416980872424422
B00G9WHN12,2015-06,0.9492063492063494,0.8888888888888888,-0.005398427911228996,0.8362996593312132
B00G9WHN12,2015-07,0.9409836065573771,0.8852459016393442,-0.005398427911228996,0.8309012314199842
B00G9WHN12,2015-08,0.903448275862069,0.8160919540229885,-0.005398427911228996,0.8255028035087552
B00G9WHN12,2015-09,0.8851063829787233,0.8723404255319149,-0.005398427911228996,0.8201043755975262
B00G9WHN12,2015-10,0.8652173913043479,0.8260869565217391,-0.005398427911228996,0.8147059476862972
B00G9WHN12,2015-11,0.825,0.75,-0.005398427911228996,0.8093075197750682
B00G9WHN12,2015-12,0.8850746268656715,0.8283582089552238,-0.005398427911228996,0.8039090918638392
B00G9WHN12,2016-01,0.8695652173913043,0.8478260869565217,-0.005398427911228996,0.7985106639526103
B00G9WHN12,2016-02,0.874074074074074,0.7901234567901234,-0.005398427911228996,0.7931122360413813
B00G9WHN12,2016-03,0.8612244897959183,0.8775510204081632,-0.005398427911228996,0.7877138081301522
B00G9WHN12,2016-04,0.8928571428571428,0.8809523809523809,-0.005398427911228996,0.7823153802189232
B00G9WHN12,2016-05,0.8485436893203884,0.8349514563106796,-0.005398427911228996,0.7769169523076942
B00G9WHN12,2016-06,0.779381443298969,0.7319587628865979,-0.005398427911228996,0.7715185243964653
B00G9WHN12,2016-07,0.7917525773195877,0.7422680412371134,-0.005398427911228996,0.7661200964852363
B00G9WHN12,2016-08,0.7454545454545454,0.6818181818181818,-0.005398427911228996,0.7607216685740072
B00G9WHN12,2016-09,0.7383177570093458,0.6728971962616822,-0.005398427911228996,0.7553232406627782
B00G9WHN12,2016-10,0.7043478260869565,0.6260869565217392,-0.005398427911228996,0.7499248127515492
B00G9WHN12,2016-11,0.8034482758620689,0.7672413793103449,-0.005398427911228996,0.7445263848403203
B00G9WHN12,2016-12,0.7692307692307693,0.717948717948718,-0.005398427911228996,0.7391279569290913
B00G9WHN12,2017-01,0.724,0.68,-0.005398427911228996,0.7337295290178623
B00G9WHN12,2017-02,0.7419354838709677,0.6451612903225806,-0.005398427911228996,0.7283311011066332
B00G9WHN12,2017-03,0.7931034482758621,0.6896551724137931,-0.005398427911228996,0.7229326731954042
B00G9WHN12,2017-04,0.8,0.72,-0.005398427911228996,0.7175342452841753
B00G9WHN12,2017-05,0.7727272727272727,0.6363636363636364,-0.005398427911228996,0.7121358173729463
B00G9WHN12,2017-06,0.7428571428571429,0.7619047619047619,-0.005398427911228996,0.7067373894617173
